X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,email,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,dis_status,POINT_X,POINT_Y
-118.192546056669457,33.764600967256818,143607841,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Hyatt Regency Long Beach - Valet,200 South Pine Avenue,,Long Beach,CA,"24 hours daily, pay lot",,,,Operational,,4705,,90802,http://egis3.lacounty.gov/lms/?p=4705,publish,33.764601,-118.192546,2010-11-01T19:50:56.000Z,,6503145.32757822,1736769.00213264
-118.190474055820857,33.762319967604064,143607842,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Long Beach Aquarium,220 W Shoreline Drive,,Long Beach,CA,"24 hours daily, pay lot",,,,Operational,,4706,,90802,http://egis3.lacounty.gov/lms/?p=4706,publish,33.76232,-118.190474,2010-11-01T19:50:56.000Z,,6503773.54548189,1735937.68161681
-118.108016056724068,33.791446967596173,143607843,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Shell Station,1719 Palo Verde Avenue,,Long Beach,CA,24 hours daily,,,,Operational,,4707,,90815,http://egis3.lacounty.gov/lms/?p=4707,publish,33.791447,-118.108016,2010-11-01T19:50:56.000Z,,6528848.9910658,1746500.60602897
-118.197026056278233,33.770048967170979,143607844,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Long Beach Hilton - Valet,2 World Trade Center,,Long Beach,CA,"24 hours daily, pay lot",,,,Operational,,4708,,90831,http://egis3.lacounty.gov/lms/?p=4708,publish,33.770049,-118.197026,2010-11-01T19:50:56.000Z,,6501787.50450647,1738754.32165281
-118.189390055863782,33.766857967732733,143607845,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Long Beach Convention Center,300 E Ocean Boulevard,,Long Beach,CA,"24 hours daily, pay lot",,,,Operational,,4709,,90802,http://egis3.lacounty.gov/lms/?p=4709,publish,33.766858,-118.18939,2010-11-01T19:50:56.000Z,,6504106.15111588,1737588.56611031
-118.266627056530155,34.042092966691378,143607846,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,La Convention Center,1201 S Figueroa Street,,Los Angeles,CA,"24 hours daily, pay lot",,,,Operational,,4710,,90015,http://egis3.lacounty.gov/lms/?p=4710,publish,34.042093,-118.266627,2010-11-01T19:50:56.000Z,,6480896.06859913,1837805.97066198
-118.249687056663291,34.056723966525588,143607847,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Ladwp Parking,111 N Hope Street,,Los Angeles,CA,24 hours daily,,,,Operational,,4711,,90012,http://egis3.lacounty.gov/lms/?p=4711,publish,34.056724,-118.249687,2010-11-01T19:50:56.000Z,,6486041.23186523,1843117.28024931
-118.385103055781542,34.030905966392979,143607848,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Helms Bakery Building,8800 Venice Boulevard,,Los Angeles,CA,24 hours daily,,,,Operational,,4712,,90034,http://egis3.lacounty.gov/lms/?p=4712,publish,34.030906,-118.385103,2010-11-01T19:50:56.000Z,,6444988.48883964,1833851.18690489
-118.437182055926399,34.072386966901448,143607849,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,University Of California Los Angeles- Parking Lot 8,405 Hilgard Ave,,Los Angeles,CA,24 hours daily,,,,Operational,,4713,,90024,http://egis3.lacounty.gov/lms/?p=4713,publish,34.072387,-118.437182,2010-11-01T19:50:56.000Z,,6429274.89165796,1849011.32882865
-118.437182055926399,34.072386966901448,143607850,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Ucla - Parking Lot 4,405 Hilgard Ave,,Los Angeles,CA,24 hours daily,,,,Operational,,4714,,90024,http://egis3.lacounty.gov/lms/?p=4714,publish,34.072387,-118.437182,2010-11-01T19:50:56.000Z,,6429274.89165796,1849011.32882865
-118.437182055926399,34.072386966901448,143607851,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,University Of California Los Angeles - Parking Lot 2,405 Hilgard Ave,,Los Angeles,CA,24 hours daily,,,,Operational,,4715,,90024,http://egis3.lacounty.gov/lms/?p=4715,publish,34.072387,-118.437182,2010-11-01T19:50:56.000Z,,6429274.89165796,1849011.32882865
-118.256790056507967,34.050843966608348,143607852,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Bank Of America Tower,555 S Flower Street,Downtown,Los Angeles,CA,"24 hours daily, pay lot",,,,Operational,,4716,,90071,http://egis3.lacounty.gov/lms/?p=4716,publish,34.050844,-118.25679,2010-11-01T19:50:56.000Z,,6483884.30245206,1840982.86128981
-118.350665055706898,34.062165966507521,143607853,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Ralph'S,5601 Wilshire Boulevard,Mid City,Los Angeles,CA,24 hours daily,,,,Operational,,4717,,90036,http://egis3.lacounty.gov/lms/?p=4717,publish,34.062166,-118.350665,2010-11-01T19:50:56.000Z,,6455462.45411214,1845189.05464906
-118.360909056542781,34.06289496640462,143607854,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Peterson Automotive Museum,6060 Wilshire Boulevard,Mid City,Los Angeles,CA,24 hours daily,,,,Operational,,4718,,90036,http://egis3.lacounty.gov/lms/?p=4718,publish,34.062895,-118.360909,2010-11-01T19:50:56.000Z,,6452360.76182473,1845465.33198364
-118.242483056648808,34.053247967116782,143607855,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Los Angeles City Hall East,200 N Main Street,,Los Angeles,CA,24 hours daily,,,,Operational,,4719,,90012,http://egis3.lacounty.gov/lms/?p=4719,publish,34.053248,-118.242483,2010-11-01T19:50:56.000Z,,6488220.23603739,1841846.9583149
-118.379272056421982,33.945341966564435,143607856,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Hilton - Los Angeles International Airport,5711 West Century Boulevard,P5 By Elevator In Hotel,Los Angeles,CA,"24 hours daily, pay lot",,,,Operational,,4720,,90045,http://egis3.lacounty.gov/lms/?p=4720,publish,33.945342,-118.379272,2010-11-01T19:50:56.000Z,,6446637.71651231,1802706.16947064
-118.417823055660222,33.959707966578051,143607857,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Hawthorne Savings,7151 West Manchester Boulevard,Lax,Los Angeles,CA,24 hours daily,,,,Operational,,4721,,90045,http://egis3.lacounty.gov/lms/?p=4721,publish,33.959708,-118.417823,2010-11-01T19:50:56.000Z,,6434967.05350196,1807980.58379056
-118.412418055997364,34.054486966567907,143607858,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Century City Shopping Center,10250 Santa Monica Boulevard,Century City,Los Angeles,CA,24 hours daily,,,,Operational,,4722,,90067,http://egis3.lacounty.gov/lms/?p=4722,publish,34.054487,-118.412418,2010-11-01T19:50:56.000Z,,6436747.60801172,1842465.53516173
-118.408211055856555,33.944299967328419,143607859,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Los Angeles International Airport (Lax) - Lot C,1 World Way,,Los Angeles,CA,24 hours daily,,,,Operational,,4723,,90045,http://egis3.lacounty.gov/lms/?p=4723,publish,33.9443,-118.408211,2010-11-01T19:50:56.000Z,,6437859.06904338,1802361.34732564
-118.248303055992906,34.056208966545057,143607860,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Music Center Parking,135 N Grand Avenue,Downtown,Los Angeles,CA,24 hours daily,,,,Operational,,4724,,90012,http://egis3.lacounty.gov/lms/?p=4724,publish,34.056209,-118.248303,2010-11-01T19:50:56.000Z,,6486459.97577839,1842928.82393332
-118.287822055747043,34.022371967219819,143607861,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,University Of Southern California - Lot 6,941 W 35Th Street,,Los Angeles,CA,"24 hours daily, pay lot",213-367-4415,,,Operational,,4725,,90089,http://egis3.lacounty.gov/lms/?p=4725,publish,34.022372,-118.287822,2010-11-01T19:50:56.000Z,,6474454.54145597,1830646.84620073
-118.416814056365695,33.97030296669211,143607862,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Loyola Marymount University,7900 Loyola Boulevard,,Los Angeles,CA,24 hours daily,,,,Operational,,4726,,90045,http://egis3.lacounty.gov/lms/?p=4726,publish,33.970303,-118.416814,2010-11-01T19:50:56.000Z,,6435289.01545647,1811835.02752523
-118.288793056675146,34.018064967299779,143607863,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Natural History Museum,900 Exposition Boulevard,,Los Angeles,CA,24 hours daily,,,,Operational,,4728,,90012,http://egis3.lacounty.gov/lms/?p=4728,publish,34.018065,-118.288793,2010-11-01T19:50:56.000Z,,6474155.80648914,1829080.29290339
-118.291533056340597,33.961274966595653,143607864,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Constituent Service Center,8475 S Vermont Avenue,,Los Angeles,CA,24 hours daily,,,,Operational,,4729,,90044,http://egis3.lacounty.gov/lms/?p=4729,publish,33.961275,-118.291533,2010-11-01T19:50:56.000Z,,6473265.55137989,1808415.71579431
-118.281168056471444,34.101834966885846,143607865,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Prospect Studios,4151 Prospect Avenue,Los Feliz,Los Angeles,CA,"24 hours daily, see guard for temporary pass",,,,Operational,,4730,,90027,http://egis3.lacounty.gov/lms/?p=4730,publish,34.101835,-118.281168,2010-11-01T19:50:56.000Z,,6476551.71902014,1859559.14631565
-118.333074055846581,34.09792796680901,143607866,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,White Office Building,6565 Sunset Boulevard,,Los Angeles,CA,"24 hours daily, pay lot",,,,Operational,,4731,,90028,http://egis3.lacounty.gov/lms/?p=4731,publish,34.097928,-118.333074,2010-11-01T19:50:56.000Z,,6460833.44304205,1858185.33443072
-118.292115056205674,34.117561966706923,143607867,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Greek Theater,2700 N Vermont Avenue,Griffith Park,Los Angeles,CA,24 hours daily,,,,Operational,,4732,,90027,http://egis3.lacounty.gov/lms/?p=4732,publish,34.117562,-118.292115,2010-11-01T19:50:56.000Z,,6473254.35127105,1865291.92061123
-118.169742056881447,34.062849966834349,143607868,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Cal State La - Lot J,5151 State University Drive,East La,Los Angeles,CA,24 hours daily,,,,Operational,,4733,,90032,http://egis3.lacounty.gov/lms/?p=4733,publish,34.06285,-118.169742,2010-11-01T19:50:56.000Z,,6510259.95770589,1845296.12694147
-118.169742056881447,34.062849966834349,143607869,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Cal State La - Lot G,5151 State University Drive,East La,Los Angeles,CA,"24 hours daily, pay lot",,,,Operational,,4734,,90032,http://egis3.lacounty.gov/lms/?p=4734,publish,34.06285,-118.169742,2010-11-01T19:50:56.000Z,,6510259.95770589,1845296.12694147
-118.408211055856555,33.944299967328419,143607870,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Los Angeles International Airport (Lax) - Lot 6,1 World Way,,Los Angeles,CA,24 hours daily,,,,Operational,,4735,,90045,http://egis3.lacounty.gov/lms/?p=4735,publish,33.9443,-118.408211,2010-11-01T19:50:56.000Z,,6437859.06904338,1802361.34732564
-118.257341056636307,34.052115967191035,143607871,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Manulife Plaza,515 S Figueroa Street,Downtown,Los Angeles,CA,"24 hours daily, pay lot",,,,Operational,,4736,,90071,http://egis3.lacounty.gov/lms/?p=4736,publish,34.052116,-118.257341,2010-11-01T19:50:56.000Z,,6483718.58067064,1841446.19238414
-118.383835056436482,34.069925966655212,143607872,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Robertson Boulevard Garage,123 S Robertson Boulevard,Beverly Hills Area,Los Angeles,CA,"24 hours daily, pay lot",,,,Operational,,4738,,90048,http://egis3.lacounty.gov/lms/?p=4738,publish,34.069926,-118.383835,2010-11-01T19:50:56.000Z,,6445426.90036438,1848049.75233972
-118.376265055932777,34.059358966388082,143607873,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Le Meridien Hotel,465 S La Cienega Boulevard,Beverly Hills Area,Los Angeles,CA,24 hours daily,,,,Operational,,4739,,90048,http://egis3.lacounty.gov/lms/?p=4739,publish,34.059359,-118.376265,2010-11-01T19:50:56.000Z,,6447705.04967947,1844195.57664914
-118.37797705564617,34.076137967069464,143607874,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Hotel Sofitel,8555 Beverly Boulevard,Beverly Hills Area,Los Angeles,CA,24 hours daily,,,,Operational,,4740,,90048,http://egis3.lacounty.gov/lms/?p=4740,publish,34.076138,-118.377977,2010-11-01T19:50:56.000Z,,6447209.47291473,1850303.67926231
-118.446570056271369,34.061795967095875,143607875,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Westwood Village Parking Structure,1036 Broxton Avenue,,Los Angeles,CA,"24 hours daily, pay lot",,,,Operational,,4741,,90024,http://egis3.lacounty.gov/lms/?p=4741,publish,34.061796,-118.44657,2010-11-01T19:50:56.000Z,,6426414.7412103,1845169.59668273
-118.26125105648093,34.04789196661708,143607876,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,801 Tower,801 S Figueroa Street,Downtown,Los Angeles,CA,"24 hours daily, pay lot",,,,Operational,,4742,,90017,http://egis3.lacounty.gov/lms/?p=4742,publish,34.047892,-118.261251,2010-11-01T19:50:56.000Z,,6482530.20115763,1839912.0566729
-118.830107055475793,34.021965966547633,143607877,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Zuma Beach - Inside,30050 Pacific Coast Highway,,Malibu,CA,"24 hours daily, pay lot",,,,Operational,,4743,,90265,http://egis3.lacounty.gov/lms/?p=4743,publish,34.021966,-118.830107,2010-11-01T19:50:56.000Z,,6310132.70048089,1831412.87157156
-118.395962056052824,33.895020967134762,143607878,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Commercial Capital Bank,2600 Sepulveda Boulevard,,Manhattan Beach,CA,24 hours daily,310-546-2421,,,Operational,,4744,,90266,http://egis3.lacounty.gov/lms/?p=4744,publish,33.895021,-118.395962,2010-11-01T19:50:56.000Z,,6441503.55256805,1784412.87633289
-118.443305055967144,33.98557196643921,143607879,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Electricity Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Ralph'S,4311 Lincoln Boulevard,,Marina Del Rey,CA,24 hours daily,,,,Operational,,4745,,90292,http://egis3.lacounty.gov/lms/?p=4745,publish,33.985572,-118.443305,2010-11-01T19:50:56.000Z,,6427281.29065831,1817426.04947965
